B,S,O,inning,base_state,P(Swing),P(Contact),P(Whiff),P(Foul),P(Ball),P(Strike),P(Hit),P(Out),P(Struck Out),P(Home Run),P(Extra Base Hit),P(In Play),P(Walk),P(Hit By Pitch),P(Error),P(Sacrifice),Statistically Relevant
1,2,2,7,0-1-1,56.1%,77.5%,22.5%,41.3%,39.4%,40.2%,6.1%,33.3%,19.1%,0.4%,1.6%,20.3%,0%,0%,0%,0%,Yes
1,2,2,7,1-1-1,58.4%,79.1%,20.9%,42.3%,37.3%,41.2%,4.3%,35.5%,18.6%,0.4%,2.2%,21.5%,0%,0%,0.4%,0%,Yes
1,2,2,8,0-0-0,56.5%,72.0%,28.0%,37.2%,39.5%,40.8%,5.8%,34.8%,21.0%,0.7%,1.6%,19.7%,0%,0.3%,0.1%,0%,Yes
1,2,2,8,1-0-0,58.9%,73.7%,26.3%,39.2%,36.9%,42.8%,6.2%,35.2%,21.4%,0.6%,1.7%,20.3%,0%,0.6%,0.3%,0%,Yes
1,2,2,8,0-1-0,55.5%,77.3%,22.7%,41.5%,40.5%,39.6%,5.2%,31.9%,17.2%,0.4%,1.3%,19.9%,0%,0.5%,0%,0%,Yes
1,2,2,8,0-0-1,62.9%,71.6%,28.4%,39.6%,34.5%,45.4%,9.3%,32.3%,21.4%,1.3%,4.2%,20.1%,0%,0%,0%,0%,Yes
1,2,2,8,1-1-0,56.8%,75.5%,24.5%,43.6%,38.9%,43.0%,6.8%,30.3%,19.3%,0.5%,1.1%,18.1%,0%,0.8%,0.4%,0%,Yes
1,2,2,8,1-0-1,54.4%,73.0%,27.0%,32.6%,42.9%,35.1%,6.2%,35.1%,19.3%,0%,1.5%,22.0%,0%,0.4%,0%,0%,Yes
1,2,2,8,0-1-1,61.8%,75.3%,24.7%,42.9%,36.1%,43.8%,4.0%,34.5%,18.9%,0%,1.2%,20.1%,0%,0%,0.4%,0%,Yes
1,2,2,8,1-1-1,59.4%,76.3%,23.7%,37.5%,36.7%,40.2%,8.6%,33.2%,19.1%,1.2%,3.5%,23.0%,0%,0%,0.4%,0%,Yes
1,2,2,9,0-0-0,56.0%,71.5%,28.5%,37.4%,40.2%,40.7%,5.8%,33.7%,20.6%,0.5%,1.3%,19.1%,0%,0.3%,0.2%,0%,Yes
1,2,2,9,1-0-0,61.3%,74.5%,25.5%,41.3%,34.8%,44.8%,6.6%,34.3%,20.9%,0.6%,2.0%,20.3%,0%,0%,0.4%,0%,Yes
1,2,2,9,0-1-0,58.6%,70.4%,29.6%,40.0%,37.2%,45.0%,5.6%,35.8%,23.7%,0.9%,2.2%,17.8%,0%,0.4%,0.1%,0%,Yes
1,2,2,9,0-0-1,56.2%,73.7%,26.3%,35.1%,38.4%,39.9%,7.4%,35.5%,21.2%,0.5%,1.5%,21.7%,0%,0%,0%,0%,Yes
1,2,2,9,1-1-0,61.0%,69.7%,30.3%,35.7%,36.0%,43.3%,7.7%,36.6%,23.6%,1.0%,2.4%,20.7%,0%,0.4%,0%,0%,Yes
1,2,2,9,1-0-1,60.6%,71.7%,28.3%,41.5%,34.9%,46.9%,4.6%,36.6%,23.4%,0.6%,0.6%,18.3%,0%,0%,0.6%,0%,Yes
1,2,2,9,0-1-1,56.2%,66.7%,33.3%,37.7%,39.4%,44.3%,3.4%,36.9%,24.1%,1.0%,1.5%,16.3%,0%,0%,0%,0%,Yes
1,2,2,9,1-1-1,59.6%,71.7%,28.3%,30.7%,35.2%,40.4%,8.9%,38.0%,22.5%,0.5%,2.3%,24.4%,0%,0%,0%,0%,Yes
2,0,0,1,0-0-0,38.2%,84.4%,15.6%,40.7%,30.0%,53.3%,6.3%,10.3%,0%,1.8%,3.1%,16.7%,0%,0%,0.2%,0%,Yes
2,0,0,1,1-0-0,38.7%,81.1%,18.9%,42.7%,32.2%,52.9%,4.8%,10.0%,0%,1.3%,2.5%,14.9%,0%,0%,0%,0%,Yes
2,0,0,1,0-1-0,41.7%,76.2%,23.8%,39.7%,32.5%,52.3%,7.9%,7.3%,0%,2.6%,5.3%,15.2%,0%,0.7%,0%,0%,Yes
2,0,0,1,1-1-0,48.5%,84.1%,15.9%,38.1%,26.2%,51.5%,9.2%,13.1%,0%,1.5%,3.1%,22.3%,0%,0%,0%,0%,Yes
2,0,0,2,0-0-0,40.5%,82.8%,17.2%,45.9%,29.2%,55.8%,5.2%,9.6%,0%,0.9%,2.2%,14.9%,0%,0.1%,0.1%,0%,Yes
2,0,0,2,1-0-0,37.8%,80.1%,19.9%,41.1%,27.1%,58.1%,5.3%,9.0%,0%,1.3%,2.5%,14.8%,0%,0%,0%,0%,Yes
2,0,0,2,0-1-0,44.0%,79.2%,20.8%,37.5%,24.8%,56.9%,7.3%,11.0%,0%,0%,1.8%,18.3%,0%,0%,0%,0%,Yes
2,0,0,3,0-0-0,42.1%,81.7%,18.3%,41.6%,28.8%,54.4%,5.4%,11.3%,0%,0.9%,2.7%,16.9%,0%,0.1%,0.2%,0%,Yes
2,0,0,3,1-0-0,38.7%,83.0%,17.0%,44.2%,33.7%,51.3%,5.5%,9.5%,0%,2.1%,2.4%,15.0%,0%,0.3%,0%,0.3%,Yes
2,0,0,3,0-1-0,43.8%,85.0%,15.0%,43.3%,33.6%,48.2%,5.8%,11.7%,0%,1.5%,1.5%,18.2%,0%,0%,0.7%,0%,Yes
2,0,0,3,1-1-0,42.3%,79.5%,20.5%,31.8%,33.7%,46.2%,8.7%,11.5%,0%,1.9%,4.8%,20.2%,0%,0%,0%,3.8%,Yes
2,0,0,4,0-0-0,44.0%,83.0%,17.0%,41.6%,29.2%,52.6%,5.9%,12.2%,0%,1.3%,2.8%,18.2%,0%,0.1%,0.1%,0%,Yes
2,0,0,4,1-0-0,48.8%,78.5%,21.5%,35.5%,29.8%,49.3%,7.3%,13.4%,0%,1.0%,3.4%,21.0%,0%,0%,0.2%,0%,Yes
2,0,0,4,0-1-0,45.3%,75.5%,24.5%,37.7%,32.5%,50.4%,2.6%,13.7%,0%,1.7%,2.6%,17.1%,0%,0%,0.9%,0.9%,Yes
2,0,0,4,1-1-0,46.5%,87.2%,12.8%,40.4%,32.7%,45.5%,8.9%,11.9%,0%,2.0%,2.0%,21.8%,0%,0%,0%,2.0%,Yes
2,0,0,5,0-0-0,42.4%,82.5%,17.5%,41.2%,28.6%,53.8%,6.4%,10.9%,0%,1.1%,2.7%,17.5%,0%,0.2%,0.2%,0%,Yes
2,0,0,5,1-0-0,44.2%,81.6%,18.4%,49.2%,31.1%,54.6%,4.0%,10.1%,0%,1.2%,1.7%,14.3%,0%,0%,0.2%,0.2%,Yes
2,0,0,5,0-1-0,46.1%,75.4%,24.6%,30.8%,31.9%,47.5%,7.8%,11.3%,0%,2.1%,2.1%,20.6%,0%,0.7%,1.4%,1.4%,Yes
2,0,0,5,1-1-0,45.9%,86.3%,13.7%,49.0%,32.4%,50.5%,8.1%,8.1%,0%,0%,3.6%,17.1%,0%,0%,0%,0.9%,Yes
2,0,0,6,0-0-0,43.1%,80.9%,19.1%,41.0%,30.0%,52.8%,6.2%,11.0%,0%,1.9%,3.2%,17.2%,0%,0.2%,0%,0%,Yes
2,0,0,6,1-0-0,39.2%,78.5%,21.5%,38.4%,32.1%,52.2%,7.1%,8.4%,0%,1.1%,3.0%,15.7%,0%,0.5%,0%,0%,Yes
2,0,0,6,0-1-0,39.1%,76.9%,23.1%,36.5%,33.1%,51.1%,4.5%,11.3%,0%,1.5%,2.3%,15.8%,0%,0%,0%,0%,Yes
2,0,0,7,0-0-0,40.0%,82.6%,17.4%,41.1%,31.6%,51.8%,5.1%,11.3%,0%,1.1%,2.2%,16.6%,0%,0.1%,0.2%,0%,Yes
2,0,0,7,1-0-0,39.4%,79.2%,20.8%,39.6%,33.0%,51.4%,5.4%,10.2%,0%,1.5%,2.0%,15.6%,0%,0%,0%,0.3%,Yes
2,0,0,7,0-1-0,36.7%,78.7%,21.3%,44.7%,38.3%,49.2%,4.7%,7.8%,0%,0%,0.8%,12.5%,0%,0%,0%,0.8%,Yes
2,0,0,7,1-1-0,22.1%,72.0%,28.0%,36.0%,41.6%,50.4%,2.7%,5.3%,0%,0.9%,0.9%,8.0%,0%,0%,0%,0%,Yes
2,0,0,8,0-0-0,39.6%,81.6%,18.4%,40.1%,29.5%,54.0%,5.3%,11.0%,0%,1.1%,2.4%,16.4%,0%,0.2%,0.1%,0%,Yes
2,0,0,8,1-0-0,37.9%,85.3%,14.7%,40.6%,33.5%,49.6%,5.1%,11.8%,0%,0.7%,2.0%,17.0%,0%,0.7%,0%,0.4%,Yes
2,0,0,8,0-1-0,43.4%,82.1%,17.9%,50.0%,34.9%,51.2%,4.7%,9.3%,0%,0.8%,1.6%,14.0%,0%,0%,0%,0.8%,Yes
2,0,0,8,1-1-0,46.2%,81.6%,18.4%,28.6%,26.4%,49.1%,5.7%,18.9%,0%,2.8%,3.8%,24.5%,0%,0%,0%,1.9%,Yes
2,0,0,9,0-0-0,37.3%,82.3%,17.7%,46.2%,31.9%,54.7%,4.7%,8.6%,0%,0.9%,2.5%,13.4%,0%,0.2%,0.1%,0%,Yes
2,0,0,9,1-0-0,34.2%,78.5%,21.5%,42.1%,38.3%,49.2%,6.1%,6.4%,0%,0.6%,2.6%,12.5%,0%,0.6%,0%,0%,Yes
2,0,0,9,0-1-0,39.0%,68.3%,31.7%,39.0%,35.2%,53.3%,4.8%,6.7%,0%,1.9%,1.9%,11.4%,0%,0%,0%,0%,Yes
2,0,1,1,0-0-0,42.7%,79.4%,20.6%,45.8%,30.0%,55.7%,4.6%,9.7%,0%,1.3%,2.4%,14.3%,0%,0%,0.1%,0%,Yes
2,0,1,1,1-0-0,42.4%,76.5%,23.5%,41.0%,33.4%,51.5%,5.1%,9.8%,0%,1.2%,2.2%,15.0%,0%,0%,0%,0%,Yes
2,0,1,1,0-1-0,44.7%,76.2%,23.8%,39.0%,31.5%,51.9%,5.5%,10.2%,0%,0.9%,3.0%,16.6%,0%,0.4%,0.4%,0%,Yes
2,0,1,1,1-1-0,40.6%,83.8%,16.2%,46.2%,33.5%,51.3%,6.6%,8.6%,0%,1.5%,2.0%,15.2%,0%,0%,0%,0%,Yes
2,0,1,2,0-0-0,42.0%,81.8%,18.2%,43.2%,29.7%,54.1%,4.9%,11.3%,0%,1.4%,2.3%,16.2%,0%,0.1%,0%,0%,Yes
2,0,1,2,1-0-0,41.9%,77.8%,22.2%,46.2%,29.2%,57.5%,5.7%,7.6%,0%,1.5%,3.0%,13.3%,0%,0.2%,0%,0%,Yes
2,0,1,2,0-1-0,46.3%,66.0%,34.0%,33.0%,32.0%,52.7%,3.9%,11.3%,0%,0.5%,1.5%,15.3%,0%,0%,0%,0%,Yes
2,0,1,2,1-1-0,44.8%,84.6%,15.4%,33.8%,28.3%,49.0%,9.7%,13.1%,0%,1.4%,4.1%,22.8%,0%,0%,0%,0%,Yes
2,0,1,3,0-0-0,42.0%,81.7%,18.3%,42.9%,28.4%,55.3%,5.5%,10.8%,0%,1.4%,2.8%,16.3%,0%,0.2%,0%,0%,Yes
2,0,1,3,1-0-0,41.7%,81.3%,18.7%,36.4%,32.5%,48.8%,8.2%,10.6%,0%,1.9%,4.3%,18.7%,0%,0.2%,0%,0%,Yes
2,0,1,3,0-1-0,40.7%,72.4%,27.6%,40.0%,36.0%,50.8%,3.5%,9.7%,0%,0%,1.6%,13.2%,0%,0.8%,0%,0%,Yes
2,0,1,3,1-1-0,42.5%,74.7%,25.3%,40.5%,34.4%,51.1%,6.5%,8.1%,0%,0.5%,3.2%,14.5%,0%,0%,0%,0%,Yes
2,0,1,4,0-0-0,44.6%,81.0%,19.0%,41.4%,28.2%,54.1%,6.4%,11.2%,0%,1.6%,3.1%,17.6%,0%,0.1%,0.1%,0%,Yes
2,0,1,4,1-0-0,40.0%,81.8%,18.2%,47.6%,33.8%,52.5%,4.5%,9.0%,0%,0.2%,1.3%,13.7%,0%,0.4%,0%,0%,Yes
2,0,1,4,0-1-0,46.6%,73.7%,26.3%,44.2%,34.3%,52.0%,3.9%,9.8%,0%,1.5%,2.9%,13.7%,0%,0%,0%,0%,Yes
2,0,1,4,1-1-0,50.9%,72.3%,27.7%,33.7%,28.8%,51.5%,8.0%,11.7%,0%,2.5%,4.3%,19.6%,0%,0.6%,0%,0%,Yes
2,0,1,5,0-0-0,43.7%,79.4%,20.6%,37.2%,28.8%,52.8%,5.7%,12.5%,0%,1.4%,2.4%,18.4%,0%,0%,0.3%,0%,Yes
2,0,1,5,1-0-0,38.3%,76.9%,23.1%,34.2%,34.9%,48.7%,5.8%,10.4%,0%,0.8%,2.3%,16.4%,0%,0.2%,0%,0%,Yes
2,0,1,5,0-1-0,41.3%,85.6%,14.4%,41.2%,31.1%,50.6%,6.0%,12.3%,0%,1.3%,3.0%,18.3%,0%,0.4%,0%,0%,Yes
2,0,1,5,1-1-0,43.7%,77.9%,22.1%,36.0%,28.4%,53.3%,7.6%,10.7%,0%,0%,2.5%,18.3%,0%,0.5%,0%,0%,Yes
2,0,1,6,0-0-0,44.1%,81.1%,18.9%,38.5%,30.2%,51.1%,5.5%,13.1%,0%,0.9%,2.4%,18.8%,0%,0%,0.2%,0%,Yes
2,0,1,6,1-0-0,40.9%,75.5%,24.5%,36.1%,32.0%,51.9%,5.7%,10.4%,0%,0.9%,1.9%,16.1%,0%,0.2%,0%,0%,Yes
2,0,1,6,0-1-0,40.8%,78.9%,21.1%,41.1%,36.5%,48.1%,5.2%,9.4%,0%,0.9%,2.1%,15.5%,0%,0.4%,0.4%,0%,Yes
2,0,1,6,1-1-0,44.5%,82.5%,17.5%,51.5%,33.5%,52.8%,5.5%,7.8%,0%,1.4%,2.3%,13.8%,0%,0%,0.5%,0%,Yes
2,0,1,7,0-0-0,42.8%,79.6%,20.4%,41.4%,28.9%,54.8%,5.2%,10.9%,0%,0.9%,2.2%,16.4%,0%,0.3%,0.3%,0%,Yes
2,0,1,7,1-0-0,42.1%,78.2%,21.8%,38.2%,29.9%,53.3%,5.6%,11.1%,0%,0.8%,2.1%,16.9%,0%,0.2%,0%,0%,Yes
2,0,1,7,0-1-0,42.0%,76.6%,23.4%,40.4%,33.0%,51.8%,5.4%,9.8%,0%,0.4%,1.3%,15.2%,0%,0.9%,0%,0%,Yes
2,0,1,7,1-1-0,36.1%,79.5%,20.5%,30.1%,35.6%,46.5%,4.0%,13.9%,0%,1.0%,2.0%,17.8%,0%,0%,0%,0%,Yes
2,0,1,8,0-0-0,41.5%,81.4%,18.6%,42.8%,29.5%,54.4%,5.3%,10.8%,0%,0.9%,2.8%,16.0%,0%,0.4%,0%,0%,Yes
2,0,1,8,1-0-0,40.3%,73.7%,26.3%,37.6%,34.8%,50.6%,3.7%,10.8%,0%,0.4%,1.5%,14.5%,0%,0%,0%,0%,Yes
2,0,1,8,0-1-0,38.0%,74.4%,25.6%,35.6%,38.4%,46.8%,6.3%,8.4%,0%,0%,0.8%,14.8%,0%,0%,0%,0%,Yes
2,0,1,8,1-1-0,41.3%,73.1%,26.9%,39.8%,33.8%,52.4%,7.1%,6.7%,0%,2.7%,3.1%,13.8%,0%,0%,0%,0%,Yes
2,0,1,9,0-0-0,42.0%,81.0%,19.0%,44.2%,30.2%,54.3%,4.7%,10.5%,0%,1.3%,2.2%,15.5%,0%,0%,0.2%,0%,Yes
2,0,1,9,1-0-0,38.4%,74.2%,25.8%,37.7%,34.6%,51.4%,5.1%,8.7%,0%,1.8%,2.5%,14.0%,0%,0.3%,0%,0%,Yes
2,0,1,9,0-1-0,39.7%,68.3%,31.7%,36.7%,28.5%,58.9%,1.3%,11.3%,0%,0%,0%,12.6%,0%,0.7%,0%,0%,Yes
2,0,1,9,1-1-0,50.0%,79.0%,21.0%,45.7%,26.5%,56.8%,7.4%,9.3%,0%,0.6%,2.5%,16.7%,0%,0.6%,0%,0%,Yes
2,0,2,1,0-0-0,43.9%,81.4%,18.6%,42.7%,29.8%,53.2%,5.7%,11.3%,0%,1.0%,2.1%,17.0%,0%,0.1%,0%,0%,Yes
2,0,2,1,1-0-0,42.3%,75.8%,24.2%,43.5%,31.6%,54.8%,5.1%,8.2%,0%,1.2%,2.6%,13.7%,0%,0%,0.2%,0%,Yes
2,0,2,1,0-1-0,39.7%,79.6%,20.4%,40.7%,38.6%,46.0%,4.4%,11.0%,0%,0.7%,2.6%,15.4%,0%,0.4%,0%,0%,Yes
2,0,2,1,0-0-1,41.8%,72.5%,27.5%,41.2%,32.0%,54.9%,6.6%,6.6%,0%,1.6%,3.3%,13.1%,0%,0%,0%,0%,Yes
2,0,2,1,1-1-0,43.8%,80.4%,19.6%,43.1%,32.6%,51.1%,4.3%,11.6%,0%,0.4%,1.3%,16.3%,0%,0.4%,0.4%,0%,Yes
2,0,2,1,1-0-1,41.3%,74.4%,25.6%,37.2%,29.8%,54.8%,2.9%,12.5%,0%,1.0%,2.9%,15.4%,0%,0%,0%,0%,Yes
2,0,2,2,0-0-0,42.3%,81.1%,18.9%,41.1%,31.5%,51.6%,5.3%,11.4%,0%,1.3%,2.7%,16.9%,0%,0%,0.2%,0%,Yes
2,0,2,2,1-0-0,47.5%,79.8%,20.2%,41.2%,31.7%,49.9%,6.2%,12.0%,0%,1.0%,2.4%,18.4%,0%,0.2%,0.2%,0%,Yes
2,0,2,2,0-1-0,43.6%,73.5%,26.5%,31.6%,30.8%,51.0%,6.1%,12.2%,0%,1.0%,2.6%,18.3%,0%,0.3%,0%,0%,Yes
2,0,2,2,0-0-1,41.6%,68.1%,31.9%,31.9%,34.5%,50.4%,4.4%,10.6%,0%,2.7%,2.7%,15.0%,0%,0%,0%,0%,Yes
2,0,2,2,1-1-0,39.5%,77.0%,23.0%,41.4%,31.4%,54.5%,4.5%,9.5%,0%,1.4%,1.8%,14.1%,0%,0.5%,0%,0%,Yes
2,0,2,2,1-0-1,44.1%,63.3%,36.7%,38.8%,32.4%,56.8%,1.8%,9.0%,0%,0%,0.9%,10.8%,0%,0.9%,0%,0%,Yes
2,0,2,3,0-0-0,43.8%,79.5%,20.5%,37.9%,27.4%,54.4%,6.4%,11.5%,0%,1.2%,2.5%,18.2%,0%,0%,0.3%,0%,Yes
2,0,2,3,1-0-0,41.5%,81.1%,18.9%,43.4%,31.8%,52.5%,4.7%,10.9%,0%,1.1%,2.4%,15.6%,0%,0%,0%,0%,Yes
2,0,2,3,0-1-0,42.3%,76.0%,24.0%,43.4%,33.1%,53.1%,5.2%,8.2%,0%,1.6%,3.0%,13.8%,0%,0%,0.3%,0%,Yes
2,0,2,3,0-0-1,45.1%,75.0%,25.0%,46.7%,33.1%,54.1%,3.8%,9.0%,0%,0.8%,0.8%,12.8%,0%,0%,0%,0%,Yes
2,0,2,3,1-1-0,45.1%,81.0%,19.0%,38.1%,29.2%,51.5%,6.4%,12.9%,0%,0%,1.3%,19.3%,0%,0.9%,0%,0%,Yes
2,0,2,3,1-0-1,40.2%,80.0%,20.0%,40.0%,33.9%,50.0%,5.4%,10.7%,0%,0%,0.9%,16.1%,0%,0.9%,0%,0%,Yes
2,0,2,4,0-0-0,44.0%,80.3%,19.7%,40.0%,30.3%,52.0%,5.2%,12.3%,0%,1.2%,2.5%,17.8%,0%,0.5%,0.3%,0%,Yes
2,0,2,4,1-0-0,43.7%,75.1%,24.9%,39.1%,31.5%,52.7%,5.1%,10.7%,0%,0.6%,2.6%,15.8%,0%,0.2%,0%,0%,Yes
2,0,2,4,0-1-0,37.1%,84.7%,15.3%,37.1%,33.5%,48.8%,4.5%,13.2%,0%,0.3%,2.7%,17.7%,0%,0.6%,0%,0%,Yes
2,0,2,4,0-0-1,40.9%,76.6%,23.4%,44.7%,29.6%,57.4%,3.5%,7.8%,0%,0%,0.9%,13.0%,0%,0%,1.7%,0%,Yes
2,0,2,4,1-1-0,43.4%,78.7%,21.3%,41.6%,32.7%,51.2%,6.8%,9.3%,0%,1.5%,2.9%,16.1%,0%,0.5%,0%,0%,Yes
2,0,2,4,1-0-1,42.2%,82.6%,17.4%,50.0%,34.9%,51.4%,8.3%,5.5%,0%,1.8%,3.7%,13.8%,0%,0%,0%,0%,Yes
2,0,2,5,0-0-0,45.2%,81.6%,18.4%,44.2%,28.8%,54.3%,6.1%,10.6%,0%,1.1%,2.8%,16.9%,0%,0.2%,0.2%,0%,Yes
2,0,2,5,1-0-0,46.9%,76.8%,23.2%,36.2%,26.7%,54.2%,6.1%,12.8%,0%,1.1%,2.1%,19.1%,0%,0%,0%,0%,Yes
2,0,2,5,0-1-0,36.0%,73.5%,26.5%,39.8%,35.7%,52.2%,2.9%,9.2%,0%,0%,1.0%,12.1%,0%,0%,0%,0%,Yes
2,0,2,5,0-0-1,40.4%,76.3%,23.7%,49.2%,32.9%,56.2%,3.4%,7.5%,0%,0.7%,2.1%,11.0%,0%,1.4%,0%,0%,Yes
2,0,2,5,1-1-0,42.7%,77.5%,22.5%,40.2%,31.4%,52.7%,5.0%,10.9%,0%,0.8%,2.5%,15.9%,0%,0%,0%,0%,Yes
2,0,2,6,0-0-0,45.1%,78.2%,21.8%,37.7%,28.1%,53.6%,6.5%,11.8%,0%,1.1%,2.4%,18.3%,0%,0.3%,0%,0%,Yes
2,0,2,6,1-0-0,43.1%,81.8%,18.2%,40.7%,33.0%,49.3%,4.9%,12.8%,0%,0.7%,1.8%,17.7%,0%,0.4%,0%,0%,Yes
2,0,2,6,0-1-0,37.6%,68.5%,31.5%,33.3%,36.6%,50.2%,3.8%,9.1%,0%,0.3%,0.7%,13.2%,0%,0.3%,0.3%,0%,Yes
2,0,2,6,0-0-1,45.7%,72.4%,27.6%,32.8%,33.1%,48.8%,3.9%,14.2%,0%,0%,0.8%,18.1%,0%,0%,0%,0%,Yes
2,0,2,6,1-1-0,42.4%,83.5%,16.5%,45.9%,32.7%,51.4%,2.7%,13.2%,0%,0.4%,1.6%,16.0%,0%,0%,0%,0%,Yes
2,0,2,6,1-0-1,43.9%,72.3%,27.7%,31.9%,34.6%,47.7%,3.7%,14.0%,0%,0.9%,1.9%,17.8%,0%,0%,0%,0%,Yes
2,0,2,7,0-0-0,41.5%,76.9%,23.1%,41.6%,30.1%,55.2%,4.5%,10.0%,0%,0.8%,2.1%,14.7%,0%,0.1%,0.2%,0%,Yes
2,0,2,7,1-0-0,42.8%,75.9%,24.1%,34.9%,29.2%,53.3%,6.1%,11.4%,0%,0.9%,2.6%,17.5%,0%,0.4%,0%,0%,Yes
2,0,2,7,0-1-0,35.4%,71.8%,28.2%,30.0%,38.3%,46.9%,5.5%,9.0%,0%,1.0%,2.6%,14.8%,0%,0%,0.3%,0%,Yes
2,0,2,7,0-0-1,37.7%,74.4%,25.6%,41.9%,31.6%,56.1%,7.9%,4.4%,0%,0%,1.8%,12.3%,0%,0%,0%,0%,Yes
2,0,2,7,1-1-0,43.8%,78.9%,21.1%,43.0%,31.9%,52.3%,5.4%,10.4%,0%,0.4%,0.8%,15.8%,0%,0%,0%,0%,Yes
2,0,2,7,1-0-1,37.6%,68.2%,31.8%,27.3%,35.0%,49.6%,5.1%,10.3%,0%,3.4%,5.1%,15.4%,0%,0%,0%,0%,Yes
2,0,2,7,0-1-1,29.1%,73.3%,26.7%,40.0%,43.7%,46.6%,3.9%,4.9%,0%,0%,1.9%,9.7%,0%,0%,1.0%,0%,Yes
2,0,2,8,0-0-0,43.1%,80.6%,19.4%,44.0%,29.1%,55.1%,5.4%,10.2%,0%,0.6%,1.6%,15.8%,0%,0.2%,0.3%,0%,Yes
2,0,2,8,1-0-0,40.3%,75.6%,24.4%,39.9%,31.9%,53.7%,4.9%,9.5%,0%,0.9%,1.9%,14.4%,0%,0.2%,0%,0%,Yes
2,0,2,8,0-1-0,40.3%,84.5%,15.5%,39.5%,38.4%,43.4%,5.6%,12.2%,0%,0.9%,3.4%,18.1%,0%,0.6%,0.3%,0%,Yes
2,0,2,8,0-0-1,38.1%,55.0%,45.0%,22.5%,31.4%,56.2%,4.8%,6.7%,0%,0%,2.9%,12.4%,0%,1.0%,1.0%,0%,Yes
2,0,2,8,1-1-0,48.6%,75.2%,24.8%,35.2%,27.6%,52.9%,6.2%,13.2%,0%,1.6%,3.1%,19.5%,0%,0.4%,0%,0%,Yes
2,0,2,8,1-0-1,41.5%,69.4%,30.6%,34.7%,32.2%,53.4%,5.9%,8.5%,0%,0%,0.8%,14.4%,0%,0%,0%,0%,Yes
2,0,2,8,1-1-1,30.0%,86.1%,13.9%,41.7%,34.2%,52.5%,4.2%,9.2%,0%,1.7%,1.7%,13.3%,0%,0.8%,0%,0%,Yes
2,0,2,9,0-0-0,41.5%,77.6%,22.4%,38.7%,32.8%,51.1%,4.6%,11.3%,0%,0.7%,1.7%,16.2%,0%,0.1%,0.3%,0%,Yes
2,0,2,9,1-0-0,39.1%,77.0%,23.0%,46.0%,32.6%,55.3%,2.8%,9.3%,0%,0%,0.6%,12.1%,0%,0.6%,0%,0%,Yes
2,0,2,9,0-1-0,40.1%,74.3%,25.7%,37.6%,34.1%,51.2%,5.6%,9.1%,0%,0.8%,3.2%,14.7%,0%,0%,0%,0%,Yes
2,0,2,9,1-1-0,38.2%,76.9%,23.1%,40.0%,33.5%,52.4%,4.7%,9.4%,0%,0.6%,1.8%,14.1%,0%,0%,0%,0%,Yes
2,1,0,1,0-0-0,56.4%,81.3%,18.7%,40.9%,29.3%,48.0%,8.4%,14.1%,0%,1.5%,3.3%,22.8%,0%,0.1%,0.3%,0%,Yes
2,1,0,1,1-0-0,57.7%,77.1%,22.9%,41.1%,29.6%,49.6%,6.2%,14.1%,0%,0.9%,2.4%,20.7%,0%,0.4%,0.1%,0%,Yes
2,1,0,1,0-1-0,56.7%,74.2%,25.8%,31.1%,36.1%,39.5%,9.4%,14.6%,0%,3.9%,4.3%,24.5%,0%,0.4%,0.4%,0%,Yes
2,1,0,1,1-1-0,56.7%,80.9%,19.1%,39.1%,28.9%,47.4%,8.8%,14.9%,0%,1.5%,3.6%,23.7%,0%,0%,0%,0%,Yes
2,1,0,2,0-0-0,57.8%,78.7%,21.3%,41.8%,28.8%,49.9%,6.9%,14.2%,0%,1.3%,2.9%,21.3%,0%,0.2%,0.2%,0%,Yes
2,1,0,2,1-0-0,56.4%,80.5%,19.5%,40.4%,28.7%,48.7%,7.1%,15.2%,0%,1.2%,2.8%,22.6%,0%,0.3%,0%,0.2%,Yes
2,1,0,2,0-1-0,56.8%,79.6%,20.4%,41.6%,32.7%,45.7%,4.5%,16.6%,0%,1.0%,1.0%,21.6%,0%,1.0%,0%,0%,Yes
2,1,0,2,1-1-0,63.3%,77.3%,22.7%,40.9%,23.7%,53.2%,5.8%,17.3%,0%,1.4%,2.2%,23.0%,0%,0%,0%,1.4%,Yes
2,1,0,3,0-0-0,58.5%,81.3%,18.7%,41.4%,28.0%,48.6%,7.1%,16.1%,0%,1.2%,2.6%,23.3%,0%,0.1%,0.1%,0%,Yes
2,1,0,3,1-0-0,57.4%,80.4%,19.6%,36.7%,30.1%,44.8%,8.9%,16.0%,0%,2.0%,4.2%,25.1%,0%,0.2%,0%,0.2%,Yes
2,1,0,3,0-1-0,57.9%,78.8%,21.2%,39.4%,32.9%,44.3%,6.1%,16.7%,0%,1.8%,3.1%,22.8%,0%,0%,0%,0%,Yes
2,1,0,3,1-1-0,54.9%,77.2%,22.8%,34.2%,29.2%,47.2%,8.3%,15.3%,0%,0.7%,2.8%,23.6%,0%,1.4%,0%,0%,Yes
2,1,0,4,0-0-0,58.8%,81.1%,18.9%,41.0%,27.5%,48.9%,8.0%,15.4%,0%,1.5%,3.3%,23.6%,0%,0.3%,0.2%,0%,Yes
2,1,0,4,1-0-0,60.5%,78.5%,21.5%,37.5%,28.1%,47.0%,7.9%,16.6%,0%,1.3%,2.1%,24.8%,0%,0%,0.2%,0%,Yes
